_js_reg_fb_ref;https%3A%2F%2Fwww.facebook.com%2F;.facebook.com;/;null;false
datr;68W7WHEqak4FngwWkoITaZFm;.facebook.com;/;null;false
reg_fb_ref;https%3A%2F%2Fwww.facebook.com%2F;.facebook.com;/;null;false
reg_fb_gate;https%3A%2F%2Fwww.facebook.com%2F;.facebook.com;/;null;false
fr;04XiOA81kCON3rNbE..BYu8Xr.ql.AAA.0.0.BYu8Xr.AWVKdeXd;.facebook.com;/;null;false
